SN,KP,PMID,Triple,Category,Gene Symbol,Cell type,Disease,Drugs,Pathway,Symptoms,Patient characteristics,Expression level,Markers,Environmental factors,Metabolites,Fact or Inference,一级标签,二级标签,三级标签,四级标签,五级标签,最具体的标签描述
765,KP15,29464035,Cyclins and CDKs#are downregulated#upon exposure to erufosine,Regulation,"CCND1,CDK6",-,-,Erufosine,Cell cycle,-,downregulated,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
922,KP15,29464035,Cyclins and CDKs#participate in#negative enrichment of cell cycle processes,Pathway,"CCND1,CDK6",-,-,Erufosine,Cell cycle,-,downregulated,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
2354,KP15,29464035,Erufosine#causes#G2/M block,Mechanism of Action,-,-,-,Erufosine,Cell cycle,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
6607,KP15,29464035,Erufosine#is a potential#cell cycle inhibitor in HNSCC treatment,Drug Development,-,-,Head and neck squamous cell carcinoma,Erufosine,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
177,KP15,32366234,FAT4#has#a tumor suppressor function,Cancer Association,FAT4,-,Multiple cancers,-,-,-,-,downregulated,-,-,-,Fact,1,1.4,1.4.1,1.4.1.3,-,增殖抑制
4477,KP15,32366234,FAT4#regulates#epithelial-to-mesenchymal transition,Mechanism of Action,FAT4,-,Multiple cancers,-,-,-,-,-,-,-,-,Fact,1,1.4,1.4.2,1.4.2.1,-,谱系特异性分化
3262,KP15,32366234,FAT4#regulates#proliferation and metastasis,Mechanism of Action,FAT4,-,Multiple cancers,-,-,-,-,-,-,-,-,Fact,1,1.4,1.4.1,-,-,细胞增殖调控
7705,KP15,32366234,"FAT4 knockdown#reduces#cell viability, colony formation, and invasion",Mechanism of Action,FAT4,-,Ovarian cancer,-,-,-,downregulated,-,-,-,-,Fact,1,1.4,1.4.1,-,-,细胞增殖调控
4890,KP15,32366234,"FAT4#regulates#proteins in apoptotic, Wnt, Hippo, and retinoblastoma pathways",Pathway,FAT4,-,Ovarian cancer,-,"Apoptotic, Wnt, Hippo, Retinoblastoma",-,downregulated,-,-,-,-,Fact,1,1.3,1.3.2,1.3.2.2,-,JNK通路交互
973,KP15,32366234,FAT4 expression#is lower in#ovarian cancer cell lines and samples,Expression Patterns,FAT4,-,Ovarian cancer,-,-,-,downregulated,-,-,-,-,Fact,1,1.5,1.5.2,1.5.2.1,-,关键转录因子
2781,KP15,32366234,"FAT4 silencing#upregulates#E2F5, vimentin, YAP, β-catenin, cyclin D1, cdk4, and Bcl2",Regulation,"FAT4,E2F5,VIM,YAP,CTNNB1,CCND1,CDK4,BCL2",-,Ovarian cancer,-,"Wnt, Hippo",-,upregulated,-,-,-,-,Fact,1,1.2,1.2.2,1.2.2.1,-,转录因子网络
4295,KP15,32366234,FAT4 silencing#downregulates#GSK-3-β and caspase 9,Regulation,"FAT4,GSK3B,CASP9",-,Ovarian cancer,-,"Wnt, Hippo",-,downregulated,-,-,-,-,Fact,1,1.3,1.3.2,1.3.2.2,-,JNK通路交互
4261,KP15,32366234,FAT4 downregulation#promotes#increased growth and invasion,Mechanism of Action,FAT4,-,Ovarian cancer,-,"Hippo, Wnt-β-catenin",-,downregulated,-,-,-,-,Inference,1,1.4,1.4.1,1.4.1.2,-,细胞周期进程
1971,KP15,32366234,FAT4 downregulation#activates#Hippo and Wnt-β-catenin pathways,Pathway,FAT4,-,Ovarian cancer,-,"Hippo, Wnt-β-catenin",-,downregulated,-,-,-,-,Inference,1,1.3,1.3.2,1.3.2.2,-,JNK通路交互
6641,KP15,32393766,High-complexity DNA barcoding#indicates#a high rate of de novo acquired resistance to drugs,Mechanisms of Resistance,-,-,-,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.4,-,替代性生存通路
6193,KP15,32393766,JQ1 and palbociclib#induce#cell division errors,Mechanism of Action,"CDK4,CDK6",-,Aneuploidy,-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
5442,KP15,32393766,Combination treatment#acquires resistance through#activation of G1-S and senescence pathways,Mechanism of Action,"CDK4,CDK6",-,-,-,"G1-S pathway, senescence pathway",-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.4,-,替代性生存通路
6102,KP15,32393766,Combined BET and CDK4/6 inhibition#establishes#novel mechanisms of action in TNBC,Mechanism of Action,"CDK4,CDK6",-,TNBC,-,-,-,-,-,-,-,-,Inference,3,3.2,3.2.2,3.2.2.4,-,多靶点抑制策略
1018,KP15,22710759,Tob1#inhibits#gastric cancer progression,Mechanism of Action,TOB1,-,Gastric cancer,-,-,-,-,-,-,-,-,Fact,1,1.4,1.4.1,-,-,细胞增殖调控
3710,KP15,28619757,Rb-positive cell lines treated with palbociclib#arrest in#G1 phase of the cell cycle,Cell Cycle Control,RB1,-,-,palbociclib,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
5173,KP15,28619757,Palbociclib-induced cell-cycle arrest#poises#Rb-positive sarcoma cells to be more sensitive to doxorubicin and Wee1 kinase inhibitors,Therapeutic Response,RB1,-,Sarcoma,"palbociclib, doxorubicin, AZD1775",-,-,-,-,-,-,-,Fact,3,3.2,3.2.3,3.2.3.2,-,协同增效作用
7034,KP15,34625531,Alpelisib#inhibits#p-ERK and p-AKT in HCC progression,Mechanism of Action,"PIK3CA, MET",-,HCC,alpelisib,"MAPK, AKT",-,-,-,-,-,-,Fact,1,1.3,1.3.1,1.3.1.3,-,协同效应
2249,KP15,34625531,Alpelisib#does not affect#mTOR pathway in HCC progression,Mechanism of Action,"PIK3CA, MET",-,HCC,alpelisib,mTOR pathway,-,-,-,-,-,-,Fact,1,1.3,1.3.1,1.3.1.3,-,协同效应
6378,KP15,34625531,Alpelisib#is effective for treating#PIK3CA-mutated HCC,Therapeutic Response,PIK3CA,-,HCC,alpelisib,"MAPK, AKT",-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.1,-,PI3K抑制剂协同
1148,KP15,33542852,CDK4/6 inhibitors#are approved for#HR+/HER2- breast cancer,Clinical Implementation,"CDK4,CDK6",-,HR+/HER2- breast cancer,"palbociclib, ribociclib, abemaciclib",-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,-,HR+/HER2-乳腺癌
7327,KP15,33542852,CDK4/6 inhibitors#demonstrated#success in clinical trials,Clinical Trial Data,"CDK4,CDK6",-,-,"palbociclib, ribociclib, abemaciclib",-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.2,8.1.1.2.1,一线治疗
1897,KP15,33542852,CDK4/6 inhibitors#are given#orally,Clinical Implementation,"CDK4,CDK6",-,-,"palbociclib, ribociclib, abemaciclib",-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.2,8.1.1.2.1,一线治疗
6267,KP15,38800404,Fulvestrant#is used in combination with#CDK4/6 inhibitors for advanced-stage disease,Combination Therapies,"CDK4,CDK6",-,Advanced-stage disease,"palbociclib, abemaciclib, ribociclib, fulvestrant",-,-,-,-,-,-,-,Fact,3,3.2,3.2.1,3.2.1.1,3.2.1.1.1,联合芳香化酶抑制剂
2321,KP15,32545895,HER2 targeted therapies#are developed for#HER2-positive advanced breast cancer,Therapeutic Development,ERBB2,-,HER2-positive advanced breast cancer,"trastuzumab, lapatinib, pertuzumab, ado-trastuzumab emtansine",-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,3.1.1.1.1,G1/S期转换抑制
6276,KP15,32545895,Novel anti-HER2 antibodies#are developed with#increased affinity,Therapeutic Development,ERBB2,-,HER2-positive advanced breast cancer,-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,3.1.1.1.1,G1/S期转换抑制
6587,KP15,32545895,Bispecific monoclonal antibodies#are emerging for#dual targeting of HER2 epitopes,Therapeutic Development,ERBB2,-,HER2-positive advanced breast cancer,-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,3.1.1.1.1,G1/S期转换抑制
5496,KP15,32545895,More potent HER2 tyrosine kinase inhibitors#are under development for#HER2-positive advanced breast cancer,Therapeutic Development,ERBB2,-,HER2-positive advanced breast cancer,-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,3.1.1.1.1,G1/S期转换抑制
1354,KP15,32545895,Predictive biomarkers#are needed to define#populations benefiting from HER2-positive/HR-positive therapies,Biomarker Analysis,ERBB2,-,HER2-positive/HR-positive advanced breast cancer,-,-,-,-,-,-,-,-,Inference,7,7.1,7.1.1,7.1.1.1,7.1.1.1.1,RB1突变
2302,KP15,12203371,Ketoconazole#induces#apoptosis and G0/G1 phase cell cycle arrest in human cancer cell lines,Mechanism of Action,"CDK4,CDK6",Human cancer cell lines,Cancer,Ketoconazole,-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.1,1.1.3.1.1,G1期阻滞
440,KP15,37205634,Targeting of the proteasome#could improve#efficacy of MDM2 inhibitors in liposarcoma,Combination Therapies,MDM2,-,Liposarcoma,MDM2 inhibitors,-,-,-,-,-,-,-,Inference,2,2.5,2.5.1,2.5.1.1,2.5.1.1.1,多靶点抑制
851,KP15,27322250,Cypermethrin treatment#activated#MAPK signaling pathways by inducing JNK and ERK1/2 phosphorylation,Signaling Networks,"MAPK, JNK, ERK1, ERK2",-,-,Cypermethrin,MAPK,-,-,Upregulated,-,-,-,Fact,1,1.3,1.3.2,1.3.2.1,1.3.2.1.1,RAS/RAF/MEK/ERK级联
6702,KP15,30236142,Plasma CCND1/CDKN2A ratio#is correlated with#EBV DNA load in NPC patients' plasma,Biomarker Analysis,"CCND1, CDKN2A",-,Nasopharyngeal carcinoma,-,-,-,NPC patients,-,-,-,-,Fact,7,7.5,7.5.1,7.5.1.1,7.5.1.1.1,ESR1突变
7099,KP15,30236142,Plasma CCND1/CDKN2A ratio#could serve as#a screening test to select potential CDK4/6 inhibitor treatment candidates,Biomarker Analysis,"CCND1, CDKN2A, CDK4, CDK6",-,Cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Inference,7,7.5,7.5.1,7.5.1.1,7.5.1.1.1,ESR1突变
78,KP15,31477350,"SY-1365, a CDK7 inhibitor#has shown#initial encouraging data in phase I for solid tumors treatment",Drug Development,CDK7,-,Solid tumors,SY-1365,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,3.1.1.1.1,G1/S期转换抑制
3717,KP15,36741704,Anti-estrogens or aromatase inhibitors#in combination with#CDK4/6 inhibitors are the standard of care for ER+ Her-2 negative metastatic breast cancer,Clinical Implementation,"CDK4, CDK6",ER+ cells,Metastatic breast cancer,"Anti-estrogens, Aromatase inhibitors, CDK4/6 inhibitors",-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,HR+/HER2-乳腺癌
463,KP15,36741704,ARV-825#added after#Fulvestrant + Palbociclib combination promoted apoptosis in resistant RB-deficient cell lines,Combination Therapies,RB1,-,Cancer,"ARV-825, Fulvestrant, Palbociclib",-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,1.1.3.3.1,增殖抑制
67,KP15,37457126,"FLT3L binding to FLT3#activates#PI3K and RAS pathways, producing increased cell proliferation and inhibition of apoptosis",Signaling Networks,"FLT3, PI3K, RAS",-,-,-,"PI3K, RAS",-,-,Upregulated,-,-,-,Fact,1,1.3,1.3.1,1.3.1.1,1.3.1.1.1,信号交叉激活
5407,KP15,28537004,MAPK cascade#is involved in#regulation of cellular proliferation and tumor cell survival,Signaling Networks,MAPK,-,Tumor,-,MAPK,-,-,Upregulated,-,-,-,Fact,1,1.3,1.3.2,1.3.2.1,-,RAS/RAF/MEK/ERK级联
68,KP15,28537004,"Mutations involving BRAF or NRAS#activate#MAPK pathway, increasing cellular proliferation",Signaling Networks,"BRAF,NRAS,MAPK",-,-,-,MAPK,-,-,Upregulated,-,-,-,Fact,1,1.3,1.3.2,1.3.2.1,-,RAS/RAF/MEK/ERK级联
3511,KP15,28537004,These mutations#have become#targets for therapeutic strategies in melanoma and other cancers,Therapeutic Development,"BRAF,NRAS",-,"Melanoma, Cancer",-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
1639,KP15,28537004,Selective MEK inhibitors#inhibit#growth and induce cell death in BRAF- and NRAS-mutant melanoma cell lines,Drug Development,"BRAF,NRAS,MEK",Melanoma cell lines,Melanoma,MEK inhibitors,-,-,-,Downregulated,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
7641,KP15,28537004,Trametinib#was approved for#treatment of BRAF-mutated metastatic melanoma in combination with dabrafenib,Drug Development,BRAF,-,Metastatic melanoma,"Trametinib, Dabrafenib",-,-,-,-,-,-,-,Fact,8,8.2,8.2.2,8.2.2.3,-,MEK抑制剂组合
5196,KP15,28537004,Anti-PD-1/PD-L1 agents#showed#promise in combination with BRAF and MEK inhibitors in metastatic melanoma,Combination Therapies,"PD-1,PD-L1,BRAF,MEK",-,Metastatic melanoma,"Pembrolizumab, Durvalumab, Atezolizumab, BRAF inhibitors, MEK inhibitors",-,-,-,-,-,-,-,Fact,3,3.2,3.2.3,3.2.3.3,-,协同增效作用
4509,KP15,28537004,Binimetinib#showed#efficacy in NRAS-mutated melanoma patients,Drug Development,NRAS,-,Melanoma,Binimetinib,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
6947,KP15,28537004,MEK inhibitors#could be used in#combination with anti-CDK4/6 inhibitors in advanced melanoma and other solid tumors,Combination Therapies,"MEK,CDK4,CDK6",-,"Melanoma, Solid tumors","MEK inhibitors, CDK4/6 inhibitors",-,-,-,-,-,-,-,Inference,3,3.2,3.2.2,3.2.2.3,-,MEK抑制剂组合
7603,KP15,25762475,"ET armamentarium#includes#selective estrogen receptor modulation, aromatase inhibition, and selective estrogen receptor downregulation",Therapeutic Development,-,-,-,"Selective estrogen receptor modulators, Aromatase inhibitors",-,-,-,-,-,-,-,Fact,3,3.2,3.2.1,3.2.1.3,-,协同抗增殖作用
6436,KP15,25762475,mTOR inhibitor everolimus#is in use for#treatment of resistant ER+MBC,Drug Development,MTOR,-,ER+ metastatic breast cancer,Everolimus,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
3178,KP15,25762475,ESR1 mutations#are#an important mechanism for acquired resistance,Mechanism of Action,ESR1,-,-,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.4,-,ESR1突变
2466,KP15,37709297,Hormone receptor-positive breast cancer#is#a disease for which no immune checkpoint inhibitors have shown promise,Cancer Association,-,-,Breast cancer,-,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,-,HR+/HER2-乳腺癌
6579,KP15,37709297,CDK4/6 inhibitors#synergistically increased#effectiveness of anti-PD-1/PD-L1 antibodies in preclinical studies,Combination Therapies,"CDK4,CDK6",-,-,"anti-PD-1,PD-L1 antibodies",-,-,-,-,-,-,-,Fact,3,3.2,3.2.3,3.2.3.3,-,协同增效作用
3939,KP15,37709297,"Nivolumab in combination with abemaciclib, fulvestrant, or letrozole#was evaluated for#HR-positive HER2-negative metastatic breast cancer",Clinical Trial Data,-,-,Breast cancer,"Nivolumab,Abemaciclib,Fulvestrant,Letrozole",-,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.2,-,联合降雌激素药物
1044,KP15,37709297,Addition of abemaciclib to nivolumab therapy#caused#immune-related AEs due to proinflammatory cytokine production and suppression of Treg proliferation,Mechanism of Action,-,Treg cells,-,"Abemaciclib,Nivolumab",-,Immune-related AEs,-,-,-,-,-,Fact,3,3.3,3.3.1,3.3.1.3,-,炎症因子调节
888,KP15,25191523,Expression of Smurf2#is found to be#dysregulated in many cancers including breast cancer,Expression Patterns,SMURF2,-,Breast cancer,-,-,-,-,Dysregulated,-,-,-,Fact,1,1.5,1.5.2,1.5.2.3,-,抑制复合物
3947,KP15,25191523,"Smurf2 silencing#affected#proliferation, migration, invasion, focus formation, and cell cycle in human breast cancer cells",Cell Cycle Control,SMURF2,Breast cancer cells,Breast cancer,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
6629,KP15,25191523,Smurf2 silencing#resulted in#decreased focus formation potential and clonogenicity in breast cancer cells,Phenotype triples,SMURF2,Breast cancer cells,Breast cancer,-,-,-,-,Downregulated,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
4532,KP15,25191523,Smurf2#regulates#AKT-dependent cell proliferation and invasion via CNKSR2,Signaling Networks,"SMURF2,AKT,CNKSR2",-,-,-,-,-,-,-,-,-,-,Fact,1,1.3,1.3.1,1.3.1.3,-,协同效应
7904,KP15,28174091,Palbociclib#a selective CDK4/6 inhibitor#is approved for ER+/HER2- advanced breast cancer,Drug Development,"CDK4,CDK6",-,Breast cancer,Palbociclib,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,HR+/HER2-乳腺癌
446,KP15,28174091,Selective inhibitors#may be best used#in combination with standard care or molecularly targeted agents,Combination Therapies,-,-,-,-,-,-,-,-,-,-,-,Inference,8,8.2,8.2.1,8.2.1.1,-,联合芳香化酶抑制剂
7808,KP15,27409346,Drugs targeting aberrations or signaling pathways#were evaluated in#a cell line derived from the patient,Preclinical Models,-,-,-,-,-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.2,-,mTOR抑制剂联用
4855,KP15,27409346,NVP-BGJ398#strongly inhibited#cell proliferation and induced G0 phase accumulation in vitro,Drug Development,FGFR,-,-,NVP-BGJ398,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
4496,KP15,31911865,"Adjunctive therapy including mTORC1 inhibitor, CDK4/6 inhibitors, and PI3K inhibitor#heightened#tumor response",Combination Therapies,"CDK4,CDK6,MTOR,PIK3CA",-,-,"Everolimus,Palbociclib,Ribociclib,Abemaciclib,Alpelisib",-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.1,-,PI3K抑制剂协同
2306,KP15,31911865,Therapeutic options for ER+ metastatic breast cancer#targeted#induction of apoptosis in p53 wild-type tumors,Therapeutic Response,TP53,-,Breast cancer,-,-,-,-,-,-,-,-,Inference,3,3.1,3.1.3,3.1.3.1,-,凋亡阈值调节
1603,KP15,31911865,Novel combination strategies#may induce#tumor cell apoptosis to delay tumor progression,Therapeutic Development,-,-,-,-,-,-,-,-,-,-,-,Inference,3,3.1,3.1.3,3.1.3.4,-,生存信号抑制
5275,KP15,24033428,"Cell viability, apoptosis, migration, invasion, and adhesion assays#were performed in#ESCC cell lines",Technical Methods,-,ESCC cell lines,Esophageal squamous cell carcinoma,-,-,-,-,-,-,-,-,Fact,3,3.4,3.4.2,3.4.2.3,-,凋亡执行
7145,KP15,39821032,RANK activation#promotes#luminal mammary epithelial cell senescence as a barrier to tumorigenesis,Cell Cycle Control,RANK,Luminal mammary epithelial cells,Breast cancer,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.2,-,细胞衰老诱导
4241,KP15,39821032,Denosumab#was assessed in#clinical trials for breast cancer prevention and disease-free survival,Clinical Trial Data,-,-,Breast cancer,Denosumab,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,HR+/HER2-乳腺癌
6930,KP15,30136059,CDK4/6 inhibitors#are explored in combination with#fulvestrant in HR+ ABC,Combination Therapies triples,"CDK4,CDK6",-,HR+ ABC,"CDK4/6 inhibitors, fulvestrant",-,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.2,-,联合降雌激素药物
245,KP15,30136059,PI3K/mTOR inhibitors#are explored in combination with#fulvestrant in HR+ ABC,Combination Therapies triples,MTOR,-,HR+ ABC,"PI3K/mTOR inhibitors, fulvestrant",PI3K/mTOR,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.2,-,联合降雌激素药物
5935,KP15,27249746,Acquired mutations in ESR1#occur in response to#endocrine deprivation,Molecular Event triples,ESR1,-,-,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.4,-,ESR1突变
429,KP15,27249746,CDK4 and CDK6#are constitutively activated in#response to endocrine deprivation,Regulation triples,"CDK4,CDK6",-,-,-,-,-,upregulated,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.4,-,替代性生存通路
6391,KP15,30381447,Ibrutinib#is being trialed in#ERBB2- or ERBB4-expressing cancers,Clinical Trial Data,"ERBB2,ERBB4",-,Cancers,Ibrutinib,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.2,晚期实体瘤
5133,KP15,30381447,Mutations in FBXW7 or SMAD4#are biomarkers for#EGFR and HER2 inhibitors,Biomarker Analysis,"FBXW7,SMAD4,EGFR,ERBB2",-,-,"EGFR inhibitors, HER2 inhibitors",-,-,-,Mutations,-,-,-,Fact,7,7.1,7.1.1,7.1.1.1,7.1.1.1.3,ESR1突变
3017,KP15,30381447,ETV4 and ETV5 expression#are biomarkers for#MEK inhibitors,Biomarker Analysis,"ETV4,ETV5",-,-,MEK inhibitors,-,-,-,Expression,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,7.2.1.1.3,p16表达
5031,KP15,30381447,JAK3 expression#is a biomarker for#ALK inhibitors,Biomarker Analysis,JAK3,-,-,ALK inhibitors,-,-,-,Expression,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,7.2.1.1.3,p16表达
7194,KP15,30381447,Biochemical and cellular selectivities of kinase inhibitors#provide#a resource for drug repurposing,Drug Development,"CDK4,CDK6",-,-,-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
4747,KP15,25180593,TMOC#inhibits#proliferation of ovarian cancer cells,Drug Development,"BAX,BCL2",-,Ovarian cancer,TMOC,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
5910,KP15,25180593,TMOC#inhibits#proliferation of A2780 and SKOV3 cells,Drug Development,"BAX,BCL2",-,Ovarian cancer,TMOC,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
2445,KP15,25180593,TMOC#induces#apoptosis via suppressing Bcl-2 and Bcl-xL,Mechanism of Action,"BCL2,BCL2L1",-,-,TMOC,-,-,downregulated,-,-,-,-,Fact,3,3.4,3.4.2,3.4.2.3,-,凋亡执行
1773,KP15,25180593,TMOC#enhances#Bax and cleavage of PARP-1,Mechanism of Action,"BAX,PARP1",-,-,TMOC,-,-,upregulated,-,-,-,-,Fact,3,3.4,3.4.2,3.4.2.3,-,凋亡执行
2807,KP15,25180593,TMOC#may be developed as#a chemotherapeutic agent for ovarian cancer,Therapeutic Development,"BAX,BCL2",-,Ovarian cancer,TMOC,-,-,-,-,-,-,-,Inference,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
2075,KP15,38385108,Rapamycin#inhibits#B16 melanoma cell viability,Drug Development,MTOR,-,Melanoma,Rapamycin,mTOR/p70-S6k,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
251,KP15,38385108,Rapamycin#induces#autophagy,Mechanism of Action,MTOR,-,Melanoma,Rapamycin,mTOR/p70-S6k,-,-,-,-,-,-,Fact,3,3.4,3.4.3,3.4.3.1,-,自噬启动
350,KP15,38385108,Rapamycin#induces#apoptosis via enhancing cleaved caspase 3 and Bax,Mechanism of Action,"CASP3,BAX",-,Melanoma,Rapamycin,-,-,upregulated,-,-,-,-,Fact,3,3.4,3.4.2,3.4.2.3,-,凋亡执行
3639,KP15,38385108,Rapamycin#increases#autophagosomes in B16 melanoma cells,Mechanism of Action,MTOR,-,Melanoma,Rapamycin,mTOR/p70-S6k,-,-,-,-,-,-,Fact,3,3.4,3.4.3,3.4.3.1,-,自噬启动
3275,KP15,38385108,Rapamycin#induces#autophagy via mTOR/p70-S6k pathway,Mechanism of Action,MTOR,-,Melanoma,Rapamycin,mTOR/p70-S6k,-,-,-,-,-,-,Fact,3,3.4,3.4.3,3.4.3.1,-,自噬启动
3773,KP15,36551637,ICB therapies#prolong#life expectancy in metastatic epithelial cancers,Therapeutic Development,-,-,Metastatic epithelial cancers,ICB therapies,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.2,-,晚期实体瘤
4959,KP15,36551637,Tumor microenvironment#induces#an immunosuppressive niche,Tumor Microenvironment,-,-,Cancer,-,-,-,-,-,-,-,-,Fact,6,6.1,6.1.1,6.1.1.3,-,免疫检查点表达
5446,KP15,36551637,RTKi#modulates#local immune environment,Tumor Microenvironment,-,-,Cancer,RTKi,-,-,-,-,-,-,-,Fact,6,6.1,6.1.1,6.1.1.3,-,免疫检查点表达
3229,KP15,36551637,ICB and RTKi combination#shows#better results compared to individual treatment,Combination Therapies triples,-,-,Cancer,"ICB, RTKi",-,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.1,-,联合芳香化酶抑制剂
5692,KP15,36551637,"Small molecule inhibitors#target#CDK4/6, CHK1, and PARP",Drug Development,"CDK4,CDK6,CHK1,PARP",-,Tumor,-,"Cell cycle, DNA damage",-,-,-,-,-,-,Fact,1,1.1,1.1.2,1.1.2.3,-,复合物活性调节
4968,KP15,27816190,"Triple-negative breast cancer#lacks#estrogen, progesterone, and HER2 expression",Molecular Event,"ESR1,PGR,ERBB2",-,Triple-negative breast cancer,-,"Estrogen signaling, HER2 signaling",Silenced,-,-,-,-,-,Fact,1,1.5,1.5.2,1.5.2.3,-,抑制复合物
7896,KP15,27816190,Patients with triple-negative breast cancer#do not benefit from#therapies targeting estrogen and HER2 signaling pathways,Therapeutic Resistance,"ESR1,PGR,ERBB2",-,Triple-negative breast cancer,-,"Estrogen signaling, HER2 signaling",-,-,-,-,-,-,Fact,2,2.2,2.2.2,2.2.2.4,-,周期素表达失衡
